,Unnamed: 0,hour,prob,step_prob,step
105,17,17,0.06037230995099037,0.010062051658498395,105
106,17,17,0.06037230995099037,0.010062051658498395,106
107,17,17,0.06037230995099037,0.010062051658498395,107
108,18,18,0.07186317695631729,0.011977196159386215,108
109,18,18,0.07186317695631729,0.011977196159386215,109
110,18,18,0.07186317695631729,0.011977196159386215,110
111,18,18,0.07186317695631729,0.011977196159386215,111
112,18,18,0.07186317695631729,0.011977196159386215,112
113,18,18,0.07186317695631729,0.011977196159386215,113
114,19,19,0.06824147668262306,0.011373579447103844,114
115,19,19,0.06824147668262306,0.011373579447103844,115
116,19,19,0.06824147668262306,0.011373579447103844,116
117,19,19,0.06824147668262306,0.011373579447103844,117
118,19,19,0.06824147668262306,0.011373579447103844,118
119,19,19,0.06824147668262306,0.011373579447103844,119
120,20,20,0.05504387949919876,0.009173979916533128,120
