edge_id,charge_node_id,charge_node_distance,场站名称,充电车位数
12783,20384.0,756.0,MA5CTTPE8,10
12786,20384.0,756.0,MA5CTTPE8,10
12787,20384.0,585.0,MA5CTTPE8,10
12791,20384.0,933.0,MA5CTTPE8,10
12792,20384.0,756.0,MA5CTTPE8,10
12795,20384.0,795.0,MA5CTTPE8,10
12796,20384.0,795.0,MA5CTTPE8,10
12798,20384.0,975.0,MA5CTTPE8,10
12799,20384.0,933.0,MA5CTTPE8,10
12804,20384.0,906.0,MA5CTTPE8,10
12805,20384.0,906.0,MA5CTTPE8,10
12807,19886.0,266.0,MA5CTTPE8,10
12814,20384.0,924.0,MA5CTTPE8,10
12821,19886.0,680.0,MA5CTTPE8,10
12822,19886.0,555.0,MA5CTTPE8,10
12832,19886.0,680.0,MA5CTTPE8,10
12833,19886.0,555.0,MA5CTTPE8,10
12839,19886.0,702.0,MA5CTTPE8,10
12865,20005.0,954.0,MA5CTTPE8,10
12869,20005.0,880.0,MA5CTTPE8,10
12870,20005.0,880.0,MA5CTTPE8,10
12877,20005.0,954.0,MA5CTTPE8,10
12880,19886.0,702.0,MA5CTTPE8,10
12881,19886.0,779.0,MA5CTTPE8,10
12898,20883.0,711.0,MA59G0765,10
12900,20005.0,797.0,MA5CTTPE8,10
12905,20005.0,797.0,MA5CTTPE8,10
12906,20005.0,707.0,MA5CTTPE8,10
12907,20966.0,96.0,MA01H3BQ1,10
12910,20883.0,520.0,MA59G0765,10
12911,20883.0,615.0,MA59G0765,10
12921,20966.0,96.0,MA01H3BQ1,10
12929,20883.0,736.0,MA59G0765,10
12940,20934.0,920.0,MA01H3BQ1,10
12944,19886.0,890.0,MA5CTTPE8,10
12948,20005.0,432.0,MA5CTTPE8,10
12949,20934.0,681.0,MA01H3BQ1,10
12958,20934.0,664.0,MA01H3BQ1,10
12962,20883.0,736.0,MA59G0765,10
12968,20934.0,545.0,MA01H3BQ1,10
12969,20934.0,545.0,MA01H3BQ1,10
12971,20934.0,559.0,MA01H3BQ1,10
12972,20934.0,545.0,MA01H3BQ1,10
12982,20934.0,411.0,MA01H3BQ1,10
12983,20934.0,411.0,MA01H3BQ1,10
12990,20883.0,967.0,MA59G0765,10
12991,20934.0,990.0,MA01H3BQ1,10
13002,20934.0,305.0,MA01H3BQ1,10
13008,21037.0,936.0,MA01H3BQ1,10
13009,21037.0,936.0,MA01H3BQ1,10
13014,21354.0,839.0,MA5CTTPE8,10
13015,20005.0,432.0,MA5CTTPE8,10
13019,21037.0,763.0,MA01H3BQ1,10
13033,20934.0,990.0,MA01H3BQ1,10
13035,21037.0,638.0,MA01H3BQ1,10
13038,20934.0,83.0,MA01H3BQ1,10
13043,21236.0,198.0,MA5CTTPE8,10
13063,21354.0,839.0,MA5CTTPE8,10
13069,20490.0,248.0,MA5CTTPE8,10
13073,19909.0,385.0,MA59G0765,10
13074,20490.0,248.0,MA5CTTPE8,10
13077,19909.0,244.0,MA59G0765,10
13079,19909.0,140.0,MA59G0765,10
13080,20490.0,92.0,MA5CTTPE8,10
13085,20492.0,309.0,MA5CTTPE8,10
13086,20490.0,203.0,MA5CTTPE8,10
13088,21355.0,145.0,MA5CTTPE8,10
13090,19909.0,140.0,MA59G0765,10
13094,19909.0,420.0,MA59G0765,10
13102,19909.0,420.0,MA59G0765,10
13111,19964.0,316.0,MA59G0765,10
13113,19964.0,893.0,MA59G0765,10
13114,19964.0,775.0,MA59G0765,10
13115,19964.0,775.0,MA59G0765,10
13120,19964.0,998.0,MA59G0765,10
13121,20764.0,988.0,MA5CTTPE8,10
13122,19964.0,998.0,MA59G0765,10
13123,19964.0,903.0,MA59G0765,10
13125,20764.0,988.0,MA5CTTPE8,10
13130,19964.0,903.0,MA59G0765,10
13183,21343.0,709.0,MA5CTTPE8,10
13210,21343.0,845.0,MA5CTTPE8,10
13223,21343.0,977.0,MA5CTTPE8,10
13225,21343.0,123.0,MA5CTTPE8,10
13283,21334.0,478.0,MA5CTTPE8,10
13299,21334.0,616.0,MA5CTTPE8,10
13300,21334.0,478.0,MA5CTTPE8,10
13301,19972.0,339.0,MA5CTTPE8,10
13307,19972.0,149.0,MA5CTTPE8,10
13316,21334.0,720.0,MA5CTTPE8,10
13323,19972.0,38.0,MA5CTTPE8,10
13326,21334.0,720.0,MA5CTTPE8,10
13329,21334.0,826.0,MA5CTTPE8,10
13330,21334.0,813.0,MA5CTTPE8,10
13338,20492.0,309.0,MA5CTTPE8,10
13341,21334.0,616.0,MA5CTTPE8,10
13342,19972.0,223.0,MA5CTTPE8,10
13357,21334.0,813.0,MA5CTTPE8,10
13378,19972.0,886.0,MA5CTTPE8,10
13388,20664.0,585.0,MA51CMNT6,10
13401,19972.0,886.0,MA5CTTPE8,10
13403,20664.0,503.0,MA51CMNT6,10
13404,20664.0,503.0,MA51CMNT6,10
13410,20664.0,121.0,MA51CMNT6,10
13411,20664.0,415.0,MA51CMNT6,10
13420,21131.0,346.0,MA5CTTPE8,10
13429,20664.0,217.0,MA51CMNT6,10
13430,20664.0,217.0,MA51CMNT6,10
13433,21131.0,263.0,MA5CTTPE8,10
13443,20664.0,217.0,MA51CMNT6,10
13444,20664.0,514.0,MA51CMNT6,10
13446,21131.0,346.0,MA5CTTPE8,10
13447,21131.0,207.0,MA5CTTPE8,10
13468,20949.0,642.0,MA01H3BQ1,10
13496,21131.0,411.0,MA5CTTPE8,10
13506,21131.0,346.0,MA5CTTPE8,10
13522,20705.0,523.0,MA5CTTPE8,10
13523,20705.0,523.0,MA5CTTPE8,10
13528,20705.0,421.0,MA5CTTPE8,10
13529,20705.0,544.0,MA5CTTPE8,10
13557,20705.0,544.0,MA5CTTPE8,10
13596,20943.0,107.0,MA01H3BQ1,10
13649,20705.0,669.0,MA5CTTPE8,10
13711,20907.0,924.0,MA01H3BQ1,10
13717,21186.0,932.0,MA5CTTPE8,10
13729,20907.0,725.0,MA01H3BQ1,10
13738,21352.0,950.0,MA5CTTPE8,10
13745,20907.0,613.0,MA01H3BQ1,10
13746,20907.0,613.0,MA01H3BQ1,10
13747,20907.0,599.0,MA01H3BQ1,10
13748,20907.0,613.0,MA01H3BQ1,10
13752,21186.0,861.0,MA5CTTPE8,10
13760,21352.0,856.0,MA5CTTPE8,10
13762,21186.0,861.0,MA5CTTPE8,10
13763,21186.0,686.0,MA5CTTPE8,10
13764,21186.0,557.0,MA5CTTPE8,10
13765,20907.0,486.0,MA01H3BQ1,10
13768,21352.0,591.0,MA5CTTPE8,10
13771,21186.0,861.0,MA5CTTPE8,10
13772,21186.0,822.0,MA5CTTPE8,10
13773,21186.0,557.0,MA5CTTPE8,10
13781,21352.0,762.0,MA5CTTPE8,10
13782,21352.0,359.0,MA5CTTPE8,10
13784,21186.0,911.0,MA5CTTPE8,10
13785,21186.0,911.0,MA5CTTPE8,10
13786,21186.0,911.0,MA5CTTPE8,10
13787,21186.0,393.0,MA5CTTPE8,10
13790,21352.0,897.0,MA5CTTPE8,10
13791,21352.0,975.0,MA5CTTPE8,10
13792,21352.0,975.0,MA5CTTPE8,10
13793,21186.0,140.0,MA5CTTPE8,10
13797,21352.0,762.0,MA5CTTPE8,10
13798,21352.0,805.0,MA5CTTPE8,10
13800,21352.0,476.0,MA5CTTPE8,10
13801,21352.0,591.0,MA5CTTPE8,10
13802,21186.0,686.0,MA5CTTPE8,10
13803,21186.0,393.0,MA5CTTPE8,10
13804,20907.0,337.0,MA01H3BQ1,10
13805,21352.0,266.0,MA5CTTPE8,10
13807,20907.0,92.0,MA01H3BQ1,10
13808,21352.0,266.0,MA5CTTPE8,10
13809,21352.0,476.0,MA5CTTPE8,10
13810,21352.0,634.0,MA5CTTPE8,10
13811,21352.0,634.0,MA5CTTPE8,10
13812,21352.0,805.0,MA5CTTPE8,10
13816,20907.0,92.0,MA01H3BQ1,10
13817,21186.0,140.0,MA5CTTPE8,10
13833,21352.0,558.0,MA5CTTPE8,10
13834,21352.0,558.0,MA5CTTPE8,10
13842,21352.0,266.0,MA5CTTPE8,10
13843,21352.0,468.0,MA5CTTPE8,10
13845,20928.0,513.0,MA01H3BQ1,10
13849,21186.0,291.0,MA5CTTPE8,10
13855,20928.0,666.0,MA01H3BQ1,10
13858,20928.0,513.0,MA01H3BQ1,10
13880,20907.0,237.0,MA01H3BQ1,10
13886,20928.0,142.0,MA01H3BQ1,10
13890,21352.0,468.0,MA5CTTPE8,10
13894,21041.0,655.0,MA01H3BQ1,10
13928,21352.0,782.0,MA5CTTPE8,10
13949,20962.0,576.0,MA01H3BQ1,10
13949,20962.0,576.0,MA01H3BQ1,10
13976,20962.0,576.0,MA01H3BQ1,10
13976,20962.0,576.0,MA01H3BQ1,10
13996,20962.0,105.0,MA01H3BQ1,10
13996,20962.0,105.0,MA01H3BQ1,10
14004,20962.0,105.0,MA01H3BQ1,10
14004,20962.0,105.0,MA01H3BQ1,10
14010,20928.0,142.0,MA01H3BQ1,10
14011,20972.0,315.0,MA01H3BQ1,10
14014,20972.0,637.0,MA01H3BQ1,10
14015,20293.0,537.0,MA5CTTPE8,10
14016,20972.0,637.0,MA01H3BQ1,10
14019,20972.0,917.0,MA01H3BQ1,10
14020,20972.0,917.0,MA01H3BQ1,10
14031,20972.0,860.0,MA01H3BQ1,10
14032,20925.0,921.0,MA01H3BQ1,10
14048,20925.0,921.0,MA01H3BQ1,10
14076,21015.0,696.0,MA01H3BQ1,10
14077,21015.0,804.0,MA01H3BQ1,10
14081,21015.0,901.0,MA01H3BQ1,10
14083,21015.0,388.0,MA01H3BQ1,10
14084,21015.0,696.0,MA01H3BQ1,10
14085,21032.0,931.0,MA01H3BQ1,10
14088,21015.0,436.0,MA01H3BQ1,10
14089,21015.0,388.0,MA01H3BQ1,10
14100,21015.0,926.0,MA01H3BQ1,10
14104,21015.0,804.0,MA01H3BQ1,10
14105,21015.0,493.0,MA01H3BQ1,10
14106,21015.0,675.0,MA01H3BQ1,10
14126,21032.0,811.0,MA01H3BQ1,10
14128,21032.0,257.0,MA01H3BQ1,10
14131,21015.0,675.0,MA01H3BQ1,10
14132,21015.0,926.0,MA01H3BQ1,10
14133,21015.0,837.0,MA01H3BQ1,10
14155,21247.0,653.0,MA5CTTPE8,10
14156,21247.0,653.0,MA5CTTPE8,10
14161,21247.0,690.0,MA5CTTPE8,10
14162,21247.0,690.0,MA5CTTPE8,10
14163,20819.0,976.0,MA59G0765,10
14167,21247.0,690.0,MA5CTTPE8,10
14168,21247.0,913.0,MA5CTTPE8,10
14170,21015.0,837.0,MA01H3BQ1,10
14176,21247.0,913.0,MA5CTTPE8,10
14186,20819.0,361.0,MA59G0765,10
14190,20819.0,251.0,MA59G0765,10
14191,20819.0,251.0,MA59G0765,10
14196,20819.0,375.0,MA59G0765,10
14201,20819.0,588.0,MA59G0765,10
14202,20819.0,375.0,MA59G0765,10
14203,20819.0,847.0,MA59G0765,10
14205,20819.0,847.0,MA59G0765,10
14207,20819.0,472.0,MA59G0765,10
14208,20819.0,588.0,MA59G0765,10
14209,20819.0,533.0,MA59G0765,10
14213,20819.0,648.0,MA59G0765,10
14214,20819.0,645.0,MA59G0765,10
14219,20819.0,648.0,MA59G0765,10
14221,20819.0,780.0,MA59G0765,10
14224,20819.0,863.0,MA59G0765,10
14227,20819.0,840.0,MA59G0765,10
14228,20819.0,837.0,MA59G0765,10
14229,20819.0,645.0,MA59G0765,10
14230,20819.0,840.0,MA59G0765,10
14234,20819.0,747.0,MA59G0765,10
14235,20819.0,951.0,MA59G0765,10
14236,20819.0,939.0,MA59G0765,10
14237,21259.0,801.0,MA5CTTPE8,10
14240,20819.0,840.0,MA59G0765,10
14241,20819.0,922.0,MA59G0765,10
14242,20819.0,932.0,MA59G0765,10
14243,20819.0,932.0,MA59G0765,10
14246,20819.0,951.0,MA59G0765,10
14249,20819.0,951.0,MA59G0765,10
14255,21259.0,705.0,MA5CTTPE8,10
14257,20819.0,932.0,MA59G0765,10
14258,20819.0,922.0,MA59G0765,10
14274,21259.0,705.0,MA5CTTPE8,10
14299,21259.0,820.0,MA5CTTPE8,10
14320,21083.0,794.0,MA5CTTPE8,10
14338,21083.0,517.0,MA5CTTPE8,10
14351,21083.0,517.0,MA5CTTPE8,10
14360,21083.0,378.0,MA5CTTPE8,10
14361,21083.0,378.0,MA5CTTPE8,10
14370,21083.0,289.0,MA5CTTPE8,10
14375,21083.0,206.0,MA5CTTPE8,10
14393,21083.0,378.0,MA5CTTPE8,10
14401,20631.0,627.0,MA5CTTPE8,10
14409,21083.0,360.0,MA5CTTPE8,10
14422,21083.0,493.0,MA5CTTPE8,10
14423,21083.0,463.0,MA5CTTPE8,10
14466,21083.0,664.0,MA5CTTPE8,10
14487,21083.0,664.0,MA5CTTPE8,10
14518,21083.0,832.0,MA5CTTPE8,10
14524,21083.0,832.0,MA5CTTPE8,10
14532,21083.0,998.0,MA5CTTPE8,10
14536,21083.0,998.0,MA5CTTPE8,10
14870,19961.0,718.0,MA59G0765,10
14884,19961.0,490.0,MA59G0765,10
14987,19965.0,670.0,MA01H3BQ1,10
14995,19965.0,282.0,MA01H3BQ1,10
14996,19965.0,670.0,MA01H3BQ1,10
15006,19965.0,520.0,MA01H3BQ1,10
15010,19965.0,998.0,MA01H3BQ1,10
15013,19965.0,836.0,MA01H3BQ1,10
15022,19965.0,929.0,MA01H3BQ1,10
15033,21138.0,881.0,MA59G0765,10
15034,21138.0,969.0,MA59G0765,10
15035,19965.0,929.0,MA01H3BQ1,10
15041,21138.0,927.0,MA59G0765,10
15042,21138.0,927.0,MA59G0765,10
15046,21138.0,773.0,MA59G0765,10
15047,21138.0,881.0,MA59G0765,10
15048,21138.0,773.0,MA59G0765,10
15133,21316.0,767.0,MA5CTTPE8,10
15133,21316.0,767.0,MA5CTTPE8,10
15138,21316.0,579.0,MA5CTTPE8,10
15138,21316.0,579.0,MA5CTTPE8,10
15139,21316.0,767.0,MA5CTTPE8,10
15139,21316.0,767.0,MA5CTTPE8,10
15142,21316.0,579.0,MA5CTTPE8,10
15142,21316.0,579.0,MA5CTTPE8,10
15143,21316.0,670.0,MA5CTTPE8,10
15143,21316.0,670.0,MA5CTTPE8,10
15148,20791.0,520.0,MA59G0765,10
15152,20791.0,300.0,MA59G0765,10
15153,20791.0,300.0,MA59G0765,10
15160,20791.0,498.0,MA59G0765,10
15164,20791.0,498.0,MA59G0765,10
15165,20791.0,401.0,MA59G0765,10
15170,20791.0,764.0,MA59G0765,10
15171,20791.0,764.0,MA59G0765,10
15178,20791.0,162.0,MA59G0765,10
15179,20791.0,520.0,MA59G0765,10
15183,20791.0,380.0,MA59G0765,10
15197,20791.0,764.0,MA59G0765,10
15198,20791.0,380.0,MA59G0765,10
15199,20791.0,287.0,MA59G0765,10
15200,20791.0,162.0,MA59G0765,10
15226,20791.0,499.0,MA59G0765,10
15229,20791.0,489.0,MA59G0765,10
15230,20791.0,287.0,MA59G0765,10
15254,20791.0,470.0,MA59G0765,10
15255,20791.0,470.0,MA59G0765,10
15267,20791.0,407.0,MA59G0765,10
15272,20791.0,489.0,MA59G0765,10
15273,20791.0,531.0,MA59G0765,10
15305,20791.0,607.0,MA59G0765,10
15333,20791.0,531.0,MA59G0765,10
15367,20791.0,750.0,MA59G0765,10
15368,20791.0,870.0,MA59G0765,10
15381,20791.0,630.0,MA59G0765,10
15409,21098.0,197.0,MA5CTTPE8,10
15413,21100.0,242.0,MA5CTTPE8,10
15421,19982.0,496.0,MA5CTTPE8,10
15422,19982.0,496.0,MA5CTTPE8,10
15425,21100.0,514.0,MA5CTTPE8,10
15428,19982.0,368.0,MA5CTTPE8,10
15431,21100.0,514.0,MA5CTTPE8,10
15432,19982.0,143.0,MA5CTTPE8,10
15592,20791.0,870.0,MA59G0765,10
15602,20288.0,321.0,MA5CTTPE8,10
15621,19978.0,182.0,MA59G0765,10
15623,20288.0,155.0,MA5CTTPE8,10
15629,19978.0,663.0,MA59G0765,10
15637,19978.0,663.0,MA59G0765,10
15665,19978.0,908.0,MA59G0765,10
15669,19978.0,908.0,MA59G0765,10
15672,20290.0,177.0,MA5CTTPE8,10
15686,19978.0,908.0,MA59G0765,10
15697,20290.0,295.0,MA5CTTPE8,10
15703,21100.0,603.0,MA5CTTPE8,10
15803,20911.0,810.0,MA01H3BQ1,10
15807,20911.0,978.0,MA01H3BQ1,10
15808,20911.0,900.0,MA01H3BQ1,10
15826,20911.0,978.0,MA01H3BQ1,10
15827,20911.0,997.0,MA01H3BQ1,10
15950,21302.0,949.0,MA5CTTPE8,10
15952,21302.0,949.0,MA5CTTPE8,10
15961,20809.0,916.0,MA59G0765,10
15970,21302.0,824.0,MA5CTTPE8,10
15976,20809.0,916.0,MA59G0765,10
15988,21302.0,852.0,MA5CTTPE8,10
15989,21302.0,794.0,MA5CTTPE8,10
15991,20809.0,718.0,MA59G0765,10
15992,21302.0,794.0,MA5CTTPE8,10
15999,21302.0,778.0,MA5CTTPE8,10
16001,21302.0,794.0,MA5CTTPE8,10
16002,21302.0,674.0,MA5CTTPE8,10
16003,21302.0,674.0,MA5CTTPE8,10
16004,21302.0,826.0,MA5CTTPE8,10
16007,20809.0,718.0,MA59G0765,10
16008,21302.0,548.0,MA5CTTPE8,10
16009,21302.0,674.0,MA5CTTPE8,10
16013,21302.0,917.0,MA5CTTPE8,10
16045,20811.0,861.0,MA59G0765,10
16245,20799.0,931.0,MA59G0765,10
16247,20799.0,810.0,MA59G0765,10
16335,21299.0,915.0,MA5CTTPE8,10
16347,19968.0,937.0,MA5CTTPE8,10
16357,19968.0,953.0,MA5CTTPE8,10
16361,19968.0,976.0,MA5CTTPE8,10
16362,19968.0,852.0,MA5CTTPE8,10
16365,19968.0,825.0,MA5CTTPE8,10
16367,19968.0,825.0,MA5CTTPE8,10
16368,19968.0,937.0,MA5CTTPE8,10
16372,20811.0,861.0,MA59G0765,10
16373,19968.0,738.0,MA5CTTPE8,10
16375,19968.0,852.0,MA5CTTPE8,10
16376,19968.0,738.0,MA5CTTPE8,10
16377,19968.0,646.0,MA5CTTPE8,10
16379,19968.0,783.0,MA5CTTPE8,10
16381,19968.0,646.0,MA5CTTPE8,10
16396,19968.0,548.0,MA5CTTPE8,10
16539,20290.0,295.0,MA5CTTPE8,10
16604,21207.0,201.0,MA5DT8Q54,10
16607,20697.0,611.0,MA5CTTPE8,10
16609,21207.0,321.0,MA5DT8Q54,10
16612,21207.0,321.0,MA5DT8Q54,10
16614,21207.0,203.0,MA5DT8Q54,10
16615,21207.0,203.0,MA5DT8Q54,10
16619,21207.0,591.0,MA5DT8Q54,10
16625,21207.0,591.0,MA5DT8Q54,10
16630,20632.0,640.0,MA5CTTPE8,10
16635,21207.0,436.0,MA5DT8Q54,10
16640,20632.0,640.0,MA5CTTPE8,10
16648,20632.0,666.0,MA5CTTPE8,10
16649,20632.0,832.0,MA5CTTPE8,10
16659,20632.0,666.0,MA5CTTPE8,10
16662,21207.0,977.0,MA5DT8Q54,10
16663,21207.0,610.0,MA5DT8Q54,10
16669,21207.0,977.0,MA5DT8Q54,10
16671,20632.0,780.0,MA5CTTPE8,10
16672,20632.0,832.0,MA5CTTPE8,10
16709,21274.0,937.0,MA5CTTPE8,10
16718,21274.0,698.0,MA5CTTPE8,10
16719,21274.0,805.0,MA5CTTPE8,10
16726,21274.0,582.0,MA5CTTPE8,10
16727,21274.0,805.0,MA5CTTPE8,10
16733,21274.0,698.0,MA5CTTPE8,10
16734,21274.0,582.0,MA5CTTPE8,10
16740,21274.0,491.0,MA5CTTPE8,10
16741,21274.0,508.0,MA5CTTPE8,10
16742,21274.0,508.0,MA5CTTPE8,10
16746,21274.0,401.0,MA5CTTPE8,10
16750,21274.0,412.0,MA5CTTPE8,10
16751,21274.0,412.0,MA5CTTPE8,10
16756,21274.0,436.0,MA5CTTPE8,10
16757,21061.0,718.0,MA5CTTPE8,10
16777,21061.0,439.0,MA5CTTPE8,10
16778,21061.0,439.0,MA5CTTPE8,10
16785,21061.0,352.0,MA5CTTPE8,10
16789,21061.0,246.0,MA5CTTPE8,10
16798,21276.0,359.0,MA5CTTPE8,10
16806,21059.0,206.0,MA5CTTPE8,10
16814,21059.0,328.0,MA5CTTPE8,10
16815,21276.0,476.0,MA5CTTPE8,10
16825,21059.0,543.0,MA5CTTPE8,10
16841,21276.0,800.0,MA5CTTPE8,10
17020,20921.0,274.0,MA01H3BQ1,10
17022,20921.0,274.0,MA01H3BQ1,10
17023,20921.0,433.0,MA01H3BQ1,10
17025,20921.0,433.0,MA01H3BQ1,10
17027,20921.0,331.0,MA01H3BQ1,10
17028,20921.0,329.0,MA01H3BQ1,10
17029,20921.0,274.0,MA01H3BQ1,10
17030,20921.0,766.0,MA01H3BQ1,10
17031,20921.0,766.0,MA01H3BQ1,10
17033,20921.0,876.0,MA01H3BQ1,10
17037,20921.0,236.0,MA01H3BQ1,10
17038,20921.0,171.0,MA01H3BQ1,10
17046,20921.0,331.0,MA01H3BQ1,10
17125,21127.0,176.0,MA5CTTPE8,10
17134,21127.0,81.0,MA5CTTPE8,10
17155,21129.0,104.0,MA5CTTPE8,10
17164,21129.0,201.0,MA5CTTPE8,10
17237,21391.0,409.0,MA5CTTPE8,10
17238,21129.0,463.0,MA5CTTPE8,10
17240,21391.0,409.0,MA5CTTPE8,10
17241,21391.0,623.0,MA5CTTPE8,10
17254,21391.0,497.0,MA5CTTPE8,10
17255,21391.0,685.0,MA5CTTPE8,10
17256,21391.0,685.0,MA5CTTPE8,10
17261,21391.0,814.0,MA5CTTPE8,10
17264,21391.0,685.0,MA5CTTPE8,10
17265,21391.0,790.0,MA5CTTPE8,10
17271,21391.0,881.0,MA5CTTPE8,10
17276,21391.0,814.0,MA5CTTPE8,10
17362,21391.0,881.0,MA5CTTPE8,10
17414,21341.0,920.0,MA5CTTPE8,10
17417,21341.0,827.0,MA5CTTPE8,10
17418,21341.0,880.0,MA5CTTPE8,10
17428,21341.0,827.0,MA5CTTPE8,10
17430,21263.0,395.0,MA5CTTPE8,10
17465,21340.0,941.0,MA5CTTPE8,10
17541,21286.0,586.0,MA5CTTPE8,10
17548,20682.0,804.0,MA5CTTPE8,10
17554,21286.0,203.0,MA5CTTPE8,10
17560,21288.0,209.0,MA5CTTPE8,10
17587,21288.0,209.0,MA5CTTPE8,10
17660,20682.0,804.0,MA5CTTPE8,10
18061,19940.0,780.0,MA5CTTPE8,10
18065,19940.0,874.0,MA5CTTPE8,10
18075,19940.0,874.0,MA5CTTPE8,10
18079,19940.0,977.0,MA5CTTPE8,10
18080,19940.0,977.0,MA5CTTPE8,10
18082,19940.0,780.0,MA5CTTPE8,10
18466,21271.0,888.0,MA5CTTPE8,10
18483,20824.0,875.0,MA5CTTPE8,10
18496,20824.0,875.0,MA5CTTPE8,10
18499,20824.0,645.0,MA5CTTPE8,10
18510,20824.0,496.0,MA5CTTPE8,10
18511,20824.0,697.0,MA5CTTPE8,10
18514,20824.0,496.0,MA5CTTPE8,10
18515,20824.0,697.0,MA5CTTPE8,10
18516,20824.0,697.0,MA5CTTPE8,10
18523,20824.0,624.0,MA5CTTPE8,10
18524,20824.0,624.0,MA5CTTPE8,10
18532,20824.0,624.0,MA5CTTPE8,10
18535,20051.0,914.0,MA5CTTPE8,10
18552,20051.0,701.0,MA5CTTPE8,10
18579,20996.0,564.0,MA5DT8Q54,10
18604,20996.0,564.0,MA5DT8Q54,10
18610,20773.0,406.0,MA59G0765,10
18623,20998.0,189.0,MA5DT8Q54,10
18630,20773.0,406.0,MA59G0765,10
18639,20051.0,319.0,MA5CTTPE8,10
18640,20998.0,424.0,MA5DT8Q54,10
18644,20773.0,200.0,MA59G0765,10
18647,20998.0,424.0,MA5DT8Q54,10
18650,20998.0,623.0,MA5DT8Q54,10
18654,20773.0,371.0,MA59G0765,10
18661,20773.0,559.0,MA59G0765,10
18718,20049.0,371.0,MA5CTTPE8,10
18835,21152.0,626.0,MA5CTTPE8,10
18836,21152.0,492.0,MA5CTTPE8,10
18839,21152.0,772.0,MA5CTTPE8,10
18845,21152.0,769.0,MA5CTTPE8,10
18846,21152.0,769.0,MA5CTTPE8,10
18854,21152.0,902.0,MA5CTTPE8,10
18855,21152.0,769.0,MA5CTTPE8,10
18859,21152.0,902.0,MA5CTTPE8,10
18867,20638.0,790.0,MA5CTTPE8,10
19047,21141.0,599.0,MA5CTTPE8,10
19050,21141.0,307.0,MA5CTTPE8,10
19055,21141.0,194.0,MA5CTTPE8,10
19057,21141.0,194.0,MA5CTTPE8,10
19062,21141.0,190.0,MA5CTTPE8,10
19068,21143.0,442.0,MA5CTTPE8,10
19186,20000.0,691.0,MA5CTTPE8,10
19193,20000.0,453.0,MA5CTTPE8,10
19194,20000.0,453.0,MA5CTTPE8,10
19195,20000.0,585.0,MA5CTTPE8,10
19196,20000.0,636.0,MA5CTTPE8,10
19197,20000.0,636.0,MA5CTTPE8,10
19199,20000.0,738.0,MA5CTTPE8,10
19201,20000.0,453.0,MA5CTTPE8,10
19203,20000.0,652.0,MA5CTTPE8,10
19204,20000.0,652.0,MA5CTTPE8,10
19205,20000.0,652.0,MA5CTTPE8,10
19210,20000.0,766.0,MA5CTTPE8,10
19226,20000.0,738.0,MA5CTTPE8,10
19374,21367.0,993.0,MA5CTTPE8,10
19391,21367.0,873.0,MA5CTTPE8,10
19394,21367.0,720.0,MA5CTTPE8,10
19404,21367.0,720.0,MA5CTTPE8,10
19405,21367.0,761.0,MA5CTTPE8,10
19409,21367.0,761.0,MA5CTTPE8,10
19410,21367.0,455.0,MA5CTTPE8,10
19411,21367.0,455.0,MA5CTTPE8,10
19412,21367.0,495.0,MA5CTTPE8,10
19413,21367.0,495.0,MA5CTTPE8,10
19414,21367.0,880.0,MA5CTTPE8,10
19421,21367.0,404.0,MA5CTTPE8,10
19422,21367.0,455.0,MA5CTTPE8,10
19423,21367.0,312.0,MA5CTTPE8,10
19425,20646.0,911.0,MA5CTTPE8,10
19429,21367.0,197.0,MA5CTTPE8,10
19454,21367.0,197.0,MA5CTTPE8,10
19487,20773.0,559.0,MA59G0765,10
19584,21265.0,749.0,MA5CTTPE8,10
19702,21182.0,884.0,MA5CTTPE8,10
19704,21182.0,526.0,MA5CTTPE8,10
19707,21182.0,884.0,MA5CTTPE8,10
19708,21182.0,651.0,MA5CTTPE8,10
19709,21182.0,884.0,MA5CTTPE8,10
19720,21182.0,779.0,MA5CTTPE8,10
19721,21182.0,895.0,MA5CTTPE8,10
19726,21182.0,651.0,MA5CTTPE8,10
19727,21182.0,779.0,MA5CTTPE8,10
19728,21182.0,963.0,MA5CTTPE8,10
19729,21182.0,963.0,MA5CTTPE8,10
19731,21182.0,812.0,MA5CTTPE8,10
19732,21182.0,957.0,MA5CTTPE8,10
19740,21182.0,957.0,MA5CTTPE8,10
19894,20489.0,927.0,MA5CTTPE8,10
19910,20489.0,431.0,MA5CTTPE8,10
19913,20489.0,138.0,MA5CTTPE8,10
19914,20489.0,431.0,MA5CTTPE8,10
19918,20489.0,138.0,MA5CTTPE8,10
19923,20493.0,154.0,MA5CTTPE8,10
19947,20992.0,380.0,MA5DT8Q54,10
19954,20992.0,380.0,MA5DT8Q54,10
19959,20994.0,451.0,MA5DT8Q54,10
19979,20026.0,843.0,MA5CTTPE8,10
20004,20026.0,843.0,MA5CTTPE8,10
20005,20026.0,412.0,MA5CTTPE8,10
20016,20026.0,286.0,MA5CTTPE8,10
20026,20026.0,412.0,MA5CTTPE8,10
20027,20026.0,160.0,MA5CTTPE8,10
20035,20026.0,39.0,MA5CTTPE8,10
20037,20026.0,160.0,MA5CTTPE8,10
20038,20026.0,133.0,MA5CTTPE8,10
20041,20026.0,221.0,MA5CTTPE8,10
20051,20026.0,612.0,MA5CTTPE8,10
20067,20025.0,528.0,MA5CTTPE8,10
